Competition,Squad,#_Pl__std,Age__std,Poss__std,Playing_Time_MP__std,Playing_Time_Starts__std,Playing_Time_Min__std,Playing_Time_90s__std,Performance_Gls__std,Performance_Ast__std,Performance_G+A__std,Performance_G_PK__std,Performance_PK__std,Performance_PKatt__std,Performance_CrdY__std,Performance_CrdR__std,Expected_xG__std,Expected_npxG__std,Expected_xAG__std,Expected_npxG+xAG__std,Progression_PrgC__std,Progression_PrgP__std,Per_90_Minutes_Gls__std,Per_90_Minutes_Ast__std,Per_90_Minutes_G+A__std,Per_90_Minutes_G_PK__std,Per_90_Minutes_G+A_PK__std,Per_90_Minutes_xG__std,Per_90_Minutes_xAG__std,Per_90_Minutes_xG+xAG__std,Per_90_Minutes_npxG__std,Per_90_Minutes_npxG+xAG__std,#_Pl__poss,Poss__poss,90s__poss,Touches_Touches__poss,Touches_Def_Pen__poss,Touches_Def_3rd__poss,Touches_Mid_3rd__poss,Touches_Att_3rd__poss,Touches_Att_Pen__poss,Touches_Live__poss,Take_Ons_Att__poss,Take_Ons_Succ__poss,Take_Ons_Succ%__poss,Take_Ons_Tkld__poss,Take_Ons_Tkld%__poss,Carries_Carries__poss,Carries_TotDist__poss,Carries_PrgDist__poss,Carries_PrgC__poss,Carries_1/3__poss,Carries_CPA__poss,Carries_Mis__poss,Carries_Dis__poss,Receiving_Rec__poss,Receiving_PrgR__poss,#_Pl__keeper,Playing_Time_MP__keeper,Playing_Time_Starts__keeper,Playing_Time_Min__keeper,Playing_Time_90s__keeper,Performance_GA__keeper,Performance_GA90__keeper,Performance_SoTA__keeper,Performance_Saves__keeper,Performance_Save%__keeper,Performance_W__keeper,Performance_D__keeper,Performance_L__keeper,Performance_CS__keeper,Performance_CS%__keeper,Penalty_Kicks_PKatt__keeper,Penalty_Kicks_PKA__keeper,Penalty_Kicks_PKsv__keeper,Penalty_Kicks_PKm__keeper,Penalty_Kicks_Save%__keeper,#_Pl__ptime,Age__ptime,Playing_Time_MP__ptime,Playing_Time_Min__ptime,Playing_Time_Mn/MP__ptime,Playing_Time_Min%__ptime,Playing_Time_90s__ptime,Starts_Starts__ptime,Starts_Mn/Start__ptime,Starts_Compl__ptime,Subs_Subs__ptime,Subs_Mn/Sub__ptime,Subs_unSub__ptime,Team_Success_PPM__ptime,Team_Success_onG__ptime,Team_Success_onGA__ptime,Team_Success_+/___ptime,Team_Success_+/_90__ptime,Team_Success_(xG)_onxG__ptime,Team_Success_(xG)_onxGA__ptime,Team_Success_(xG)_xG+/___ptime,Team_Success_(xG)_xG+/_90__ptime,#_Pl__shoot,90s__shoot,Standard_Gls__shoot,Standard_Sh__shoot,Standard_SoT__shoot,Standard_SoT%__shoot,Standard_Sh/90__shoot,Standard_SoT/90__shoot,Standard_G/Sh__shoot,Standard_G/SoT__shoot,Standard_Dist__shoot,Standard_FK__shoot,Standard_PK__shoot,Standard_PKatt__shoot,Expected_xG__shoot,Expected_npxG__shoot,Expected_npxG/Sh__shoot,Expected_G_xG__shoot,Expected_np:G_xG__shoot,#_Pl__misc,90s__misc,Performance_CrdY__misc,Performance_CrdR__misc,Performance_2CrdY__misc,Performance_Fls__misc,Performance_Fld__misc,Performance_Off__misc,Performance_Crs__misc,Performance_Int__misc,Performance_TklW__misc,Performance_PKwon__misc,Performance_PKcon__misc,Performance_OG__misc,Performance_Recov__misc,Aerial_Duels_Won__misc,Aerial_Duels_Lost__misc,Aerial_Duels_Won%__misc,#_Pl__pass,90s__pass,Total_Cmp__pass,Total_Att__pass,Total_Cmp%__pass,Total_TotDist__pass,Total_PrgDist__pass,Short_Cmp__pass,Short_Att__pass,Short_Cmp%__pass,Medium_Cmp__pass,Medium_Att__pass,Medium_Cmp%__pass,Long_Cmp__pass,Long_Att__pass,Long_Cmp%__pass,Ast__pass,xAG__pass,Expected_xA__pass,Expected_A_xAG__pass,KP__pass,1/3__pass,PPA__pass,CrsPA__pass,PrgP__pass,#_Pl__gca,90s__gca,SCA_SCA__gca,SCA_SCA90__gca,SCA_Types_PassLive__gca,SCA_Types_PassDead__gca,SCA_Types_TO__gca,SCA_Types_Sh__gca,SCA_Types_Fld__gca,SCA_Types_Def__gca,GCA_GCA__gca,GCA_GCA90__gca,GCA_Types_PassLive__gca,GCA_Types_PassDead__gca,GCA_Types_TO__gca,GCA_Types_Sh__gca,GCA_Types_Fld__gca,GCA_Types_Def__gca,#_Pl__def,90s__def,Tackles_Tkl__def,Tackles_TklW__def,Tackles_Def_3rd__def,Tackles_Mid_3rd__def,Tackles_Att_3rd__def,Challenges_Tkl__def,Challenges_Att__def,Challenges_Tkl%__def,Challenges_Lost__def,Blocks_Blocks__def,Blocks_Sh__def,Blocks_Pass__def,Int__def,Tkl+Int__def,Clr__def,Err__def,Weekly Wages,Annual Wages,% Estimated
Serie B,Catanzaro,20,26.8,61.8,4,44,360,4.0,4,2,6,4,0,0,9,0,3.4,3.4,2.3,5.7,71,121,1.0,0.5,1.5,1.0,1.5,0.85,0.58,1.42,0.85,1.42,20,61.8,4.0,2553,262,827,1245,496,67,2553,50,25,50.0,15,30.0,1366,6772,3750,71,49,11,72,33,1735,119,1,4,4,360,4.0,4,1.0,11,7,63.6,0,4,0,1,25.0,0,0,0,0,,20,26.8,4,360,90,100,4.0,44,82,28,16,23,32,1.0,4,4,0,0.0,3.4,4.9,-1.5,-0.38,20,4.0,4,48,10,20.8,12.0,2.5,0.08,0.4,19.8,4,0,0,3.4,3.4,0.07,0.6,0.6,20,4.0,9,0,0,48,72,2,51,35,33,0,0,0,143,61,59,50.8,20,4.0,1757,2130,82.5,26766,8819,910,1010,90.1,645,724,89.1,106,222,47.7,2,2.3,3.1,-0.3,34,112,23,7,121,20,4.0,87,21.75,64,8,5,2,7,1,5,1.25,3,1,0,0,1,0,20,4.0,55,33,24,24,7,33,58,56.9,25,36,12,24,35,90,100,3,,,
Serie B,Cesena,19,26.6,44.3,4,44,360,4.0,8,3,11,7,1,1,7,0,9.2,8.5,6.2,14.7,66,116,2.0,0.75,2.75,1.75,2.5,2.31,1.55,3.86,2.12,3.66,19,44.3,4.0,2025,208,701,830,520,91,2024,63,32,50.8,29,46.0,992,5043,2646,66,46,14,46,35,1206,115,1,4,4,360,4.0,4,1.0,9,5,66.7,3,1,0,0,0.0,1,1,0,0,0.0,19,26.6,4,360,90,100,4.0,44,85,26,18,13,29,2.5,8,4,4,1.0,9.2,4.1,5.2,1.29,19,4.0,8,51,17,33.3,12.75,4.25,0.14,0.41,14.4,1,1,1,9.2,8.5,0.18,-1.2,-1.5,19,4.0,7,0,0,50,59,7,71,37,28,1,1,0,141,57,71,44.5,19,4.0,1210,1602,75.5,21187,8195,579,661,87.6,500,591,84.6,115,271,42.4,3,6.2,6.9,-3.2,39,75,34,11,116,19,4.0,93,23.25,67,8,3,9,6,0,15,3.75,10,1,1,1,2,0,19,4.0,56,28,27,28,1,28,54,51.9,26,33,13,20,37,93,93,0,,,
Serie B,Empoli,19,24.7,49.0,4,44,360,4.0,5,4,9,5,0,0,8,2,4.1,4.1,3.1,7.3,53,127,1.25,1.0,2.25,1.25,2.25,1.04,0.78,1.81,1.04,1.81,19,49.0,4.0,1920,209,611,883,437,78,1920,69,31,44.9,29,42.0,933,5051,2427,53,27,22,72,32,1092,125,1,4,4,360,4.0,9,2.25,26,17,73.1,1,1,2,0,0.0,2,2,0,0,0.0,19,24.7,4,360,90,100,4.0,44,78,23,19,22,29,1.0,5,9,-4,-1.0,4.1,5.5,-1.3,-0.34,19,4.0,5,37,14,37.8,9.25,3.5,0.14,0.36,15.5,0,0,0,4.1,4.1,0.11,0.9,0.9,19,4.0,8,2,0,78,66,2,81,29,36,0,2,0,116,62,65,48.8,19,4.0,1102,1478,74.6,19826,7772,475,564,84.2,492,591,83.2,111,236,47.0,4,3.1,4.0,0.9,28,97,25,11,127,19,4.0,67,16.75,49,6,6,2,2,2,9,2.25,6,1,0,1,0,1,19,4.0,59,36,34,21,4,25,50,50.0,25,41,17,24,29,88,103,2,,,
Serie B,Frosinone,21,24.0,48.3,4,44,360,4.0,5,4,9,4,1,1,10,1,4.7,4.0,3.4,7.4,66,110,1.25,1.0,2.25,1.0,2.0,1.18,0.84,2.02,1.0,1.84,21,48.3,4.0,2016,278,764,818,459,83,2015,60,32,53.3,22,36.7,943,5958,3103,66,34,30,65,28,1163,110,1,4,4,360,4.0,2,0.5,13,11,92.3,2,2,0,3,75.0,1,1,0,0,0.0,21,24.0,4,360,90,100,4.0,44,79,24,20,23,27,2.0,5,2,3,0.75,4.7,4.2,0.5,0.14,21,4.0,5,58,16,27.6,14.5,4.0,0.07,0.25,17.6,0,1,1,4.7,4.0,0.07,0.3,0.0,21,4.0,10,1,0,66,60,6,65,19,25,0,1,0,128,62,65,48.8,21,4.0,1175,1551,75.8,20859,8281,529,594,89.1,488,577,84.6,125,279,44.8,4,3.4,2.1,0.6,44,81,22,4,110,21,4.0,100,25.0,69,11,9,10,1,0,9,2.25,5,1,1,2,0,0,21,4.0,39,25,18,20,1,14,27,51.9,13,48,18,30,19,58,119,1,,,
Serie B,Juve Stabia,21,25.3,60.0,4,44,360,4.0,4,4,8,4,0,0,12,0,5.1,5.1,3.9,9.0,63,162,1.0,1.0,2.0,1.0,2.0,1.28,0.97,2.26,1.28,2.26,21,60.0,4.0,2404,194,720,1074,629,94,2404,56,29,51.8,22,39.3,1383,7143,3998,63,49,14,75,35,1572,159,1,4,4,360,4.0,2,0.5,8,6,75.0,1,3,0,2,50.0,0,0,0,0,,21,25.3,4,360,90,100,4.0,44,80,25,19,24,24,1.5,4,2,2,0.5,5.1,2.7,2.4,0.61,21,4.0,4,55,16,29.1,13.75,4.0,0.07,0.25,15.5,0,0,0,5.1,5.1,0.1,-1.1,-1.1,21,4.0,12,0,0,74,50,5,95,15,32,0,0,0,136,60,76,44.1,21,4.0,1599,1990,80.4,28628,9351,662,748,88.5,776,884,87.8,131,271,48.3,4,3.9,4.0,0.1,37,133,35,11,162,21,4.0,94,23.5,72,7,4,9,2,0,7,1.75,3,3,0,0,1,0,21,4.0,50,32,23,14,13,24,43,55.8,19,36,5,31,15,65,99,3,,,
Serie B,Mantova,18,27.2,59.8,4,44,360,4.0,3,1,4,1,2,2,10,0,4.5,2.9,2.1,5.0,56,113,0.75,0.25,1.0,0.25,0.5,1.12,0.52,1.64,0.73,1.25,18,59.8,4.0,2511,365,1117,1003,402,50,2509,69,23,33.3,33,47.8,1436,7356,3524,56,40,6,59,30,1823,113,1,4,4,360,4.0,6,1.5,16,12,62.5,1,0,3,0,0.0,1,0,0,1,,18,27.2,4,360,90,100,4.0,44,80,25,19,23,29,0.75,3,6,-3,-0.75,4.5,6.1,-1.6,-0.4,18,4.0,3,48,15,31.3,12.0,3.75,0.02,0.07,21.1,3,2,2,4.5,2.9,0.06,-1.5,-1.9,18,4.0,10,0,0,50,77,4,51,24,20,1,1,2,127,27,40,40.3,18,4.0,1834,2123,86.4,31573,10692,838,917,91.4,794,871,91.2,164,251,65.3,1,2.1,1.6,-1.1,38,87,18,7,113,18,4.0,91,22.75,70,6,3,5,6,1,5,1.25,4,0,0,0,1,0,18,4.0,36,20,21,13,2,17,34,50.0,17,39,18,21,24,60,77,5,,,
Serie B,Modena,19,27.7,49.0,4,44,360,4.0,8,5,13,6,2,3,10,0,9.0,6.6,5.7,12.3,89,165,2.0,1.25,3.25,1.5,2.75,2.24,1.42,3.66,1.66,3.08,19,49.0,4.0,1978,179,589,800,612,125,1975,42,13,31.0,25,59.5,1053,5933,3325,89,56,19,43,27,1182,162,1,4,4,360,4.0,2,0.5,11,9,90.9,3,1,0,2,50.0,1,1,0,0,0.0,19,27.7,4,360,90,100,4.0,44,82,24,20,18,28,2.5,9,2,7,1.75,9.0,3.4,5.6,1.39,19,4.0,8,67,21,31.3,16.75,5.25,0.09,0.29,17.9,1,2,3,9.0,6.6,0.1,-1.0,-0.6,19,4.0,10,0,0,67,51,8,101,25,37,1,1,0,150,76,63,54.7,19,4.0,1200,1583,75.8,24114,10207,457,529,86.4,539,652,82.7,177,310,57.1,5,5.7,5.5,-0.7,53,123,43,12,165,19,4.0,123,30.75,99,11,1,6,4,2,13,3.25,9,2,0,1,1,0,19,4.0,68,37,31,29,8,36,70,51.4,34,31,7,24,25,93,77,2,,,
Serie B,Monza,21,28.3,54.5,4,44,360,4.0,4,2,6,4,0,0,8,1,3.3,3.3,2.6,5.9,65,156,1.0,0.5,1.5,1.0,1.5,0.83,0.65,1.48,0.83,1.48,21,54.5,4.0,2299,177,598,1085,638,84,2299,61,19,31.1,25,41.0,1246,7248,3815,65,58,18,47,30,1587,155,1,4,4,360,4.0,3,0.75,11,7,72.7,2,1,1,2,50.0,1,0,1,0,100.0,21,28.3,4,360,90,100,4.0,44,81,24,19,18,29,1.75,4,3,1,0.25,3.3,3.5,-0.2,-0.04,21,4.0,4,45,7,15.6,11.25,1.75,0.09,0.57,17.7,1,0,0,3.3,3.3,0.07,0.7,0.7,21,4.0,8,1,0,73,64,8,76,22,34,0,1,0,140,42,43,49.4,21,4.0,1606,1936,83.0,28752,9239,720,790,91.1,675,763,88.5,172,284,60.6,2,2.6,4.1,-0.6,36,130,24,9,156,21,4.0,79,19.75,61,6,2,4,4,2,5,1.25,2,1,0,2,0,0,21,4.0,50,34,24,17,9,18,32,56.3,14,45,18,27,22,72,70,2,,,
Serie B,Padova,20,28.9,50.8,4,44,360,4.0,3,2,5,2,1,1,8,1,3.4,2.7,2.0,4.7,58,128,0.75,0.5,1.25,0.5,1.0,0.86,0.51,1.37,0.67,1.18,20,50.8,4.0,2135,216,654,999,505,72,2134,41,18,43.9,16,39.0,1096,6614,3618,58,37,15,47,23,1330,128,1,4,4,360,4.0,5,1.25,13,8,61.5,1,1,2,1,25.0,0,0,0,0,,20,28.9,4,360,90,100,4.0,44,82,26,17,18,28,1.0,3,5,-2,-0.5,3.4,4.8,-1.4,-0.36,20,4.0,3,38,13,34.2,9.5,3.25,0.05,0.15,18.1,4,1,1,3.4,2.7,0.07,-0.4,-0.7,20,4.0,8,1,1,61,65,9,72,33,38,1,0,0,132,72,71,50.3,20,4.0,1338,1723,77.7,23805,8168,585,658,88.9,610,717,85.1,125,271,46.1,2,2.0,2.9,0.0,29,111,30,10,128,20,4.0,72,18.0,54,3,4,3,7,1,6,1.5,4,0,0,1,1,0,20,4.0,69,38,31,26,12,30,53,56.6,23,41,14,27,33,102,99,0,,,
Serie B,Palermo,20,28.9,50.0,4,44,360,4.0,6,4,10,6,0,0,5,0,6.1,6.1,4.8,10.9,60,126,1.5,1.0,2.5,1.5,2.5,1.54,1.19,2.73,1.54,2.73,20,50.0,4.0,2123,211,638,884,628,131,2123,57,24,42.1,29,50.9,1009,5504,2854,60,40,10,56,26,1194,124,2,4,4,360,4.0,1,0.25,9,8,88.9,3,1,0,3,75.0,0,0,0,0,,20,28.9,4,360,90,100,4.0,44,81,24,20,19,25,2.5,6,1,5,1.25,6.1,2.4,3.7,0.94,20,4.0,6,74,28,37.8,18.5,7.0,0.08,0.21,15.4,2,0,0,6.1,6.1,0.08,-0.1,-0.1,20,4.0,5,0,0,55,58,5,103,28,37,0,0,0,141,87,77,53.0,20,4.0,1217,1632,74.6,22544,8988,508,591,86.0,478,605,79.0,168,298,56.4,4,4.8,5.0,-0.8,53,96,49,19,126,20,4.0,134,33.5,89,24,7,7,5,2,12,3.0,9,2,1,0,0,0,20,4.0,65,37,35,20,10,36,58,62.1,22,45,15,30,28,93,115,1,,,
Serie B,Pescara,24,25.7,47.0,4,44,360,4.0,7,7,14,7,0,0,5,0,3.9,3.9,3.7,7.6,56,131,1.75,1.75,3.5,1.75,3.5,0.97,0.91,1.89,0.97,1.89,24,47.0,4.0,2043,245,663,929,474,75,2043,58,17,29.3,31,53.4,1113,6644,3159,56,41,16,50,26,1284,130,1,4,4,360,4.0,7,1.75,24,17,79.2,1,1,2,1,25.0,2,2,0,0,0.0,24,25.7,4,360,90,100,4.0,44,82,24,20,18,28,1.0,8,7,1,0.25,3.9,9.6,-5.7,-1.42,24,4.0,7,56,20,35.7,14.0,5.0,0.13,0.35,19.6,2,0,0,3.9,3.9,0.07,3.1,3.1,24,4.0,5,0,0,72,61,4,66,18,35,0,2,0,120,54,31,63.5,24,4.0,1292,1617,79.9,22778,8933,603,679,88.8,540,639,84.5,125,233,53.6,7,3.7,2.5,3.3,48,94,22,8,131,24,4.0,103,25.75,76,14,3,3,5,2,12,3.0,10,0,2,0,0,0,24,4.0,55,35,25,21,9,28,50,56.0,22,34,12,22,18,73,99,4,,,
Serie B,Reggiana,23,25.8,44.8,4,44,360,4.0,6,4,10,5,1,1,2,0,3.4,2.6,2.2,4.8,64,93,1.5,1.0,2.5,1.25,2.25,0.85,0.55,1.4,0.65,1.2,23,44.8,4.0,1900,230,664,695,560,71,1899,58,16,27.6,36,62.1,1018,5533,3031,64,53,10,59,24,1090,91,1,4,4,360,4.0,5,1.25,25,20,80.0,1,2,1,1,25.0,0,0,0,0,,23,25.8,4,360,90,100,4.0,44,81,25,19,20,29,1.25,6,5,1,0.25,3.4,6.4,-3.0,-0.74,23,4.0,6,41,13,31.7,10.25,3.25,0.12,0.38,19.0,1,1,1,3.4,2.6,0.06,2.6,2.4,23,4.0,2,0,0,56,55,8,73,29,30,1,0,0,109,52,65,44.4,23,4.0,1103,1449,76.1,18319,6746,514,582,88.3,426,517,82.4,104,232,44.8,4,2.2,2.8,1.8,33,73,27,11,93,23,4.0,76,19.0,60,6,3,3,3,1,11,2.75,9,1,0,0,1,0,23,4.0,57,30,38,17,2,29,51,56.9,22,48,14,34,29,86,90,2,,,
Serie B,Sampdoria,23,27.6,52.8,4,44,360,4.0,2,2,4,2,0,1,9,1,3.0,2.2,1.7,3.9,48,125,0.5,0.5,1.0,0.5,1.0,0.75,0.42,1.18,0.55,0.98,23,52.8,4.0,2207,186,696,1052,480,58,2206,58,24,41.4,28,48.3,1173,5668,2611,48,33,10,54,30,1315,123,2,4,4,360,4.0,8,2.0,12,4,33.3,0,0,4,0,0.0,0,0,0,0,,23,27.6,4,360,90,100,4.0,44,78,23,20,23,28,0.0,2,8,-6,-1.5,3.0,5.2,-2.2,-0.56,23,4.0,2,50,11,22.0,12.5,2.75,0.04,0.18,23.3,4,0,1,3.0,2.2,0.04,-1.0,-0.2,23,4.0,9,1,0,68,60,3,68,28,31,1,0,0,132,93,86,52.0,23,4.0,1325,1775,74.6,24788,8569,494,583,84.7,622,755,82.4,165,329,50.2,2,1.7,1.9,0.3,32,111,21,6,125,23,4.0,83,20.75,54,6,6,7,7,3,3,0.75,2,0,0,0,0,1,23,4.0,62,31,38,15,9,35,56,62.5,21,39,10,29,28,90,99,3,,,
Serie B,Spezia,20,25.6,49.0,4,44,360,4.0,2,1,3,1,1,1,10,1,3.9,3.2,2.0,5.2,46,104,0.5,0.25,0.75,0.25,0.5,0.99,0.51,1.49,0.79,1.3,20,49.0,4.0,2048,261,710,883,470,62,2047,44,23,52.3,20,45.5,1035,5531,2919,46,42,7,55,31,1247,103,1,4,4,360,4.0,6,1.5,16,10,68.8,0,2,2,1,25.0,1,1,0,0,0.0,20,25.6,4,360,90,100,4.0,44,78,25,18,27,30,0.5,2,6,-4,-1.0,3.9,4.3,-0.3,-0.08,20,4.0,2,33,11,33.3,8.25,2.75,0.03,0.09,16.8,2,1,1,3.9,3.2,0.1,-1.9,-2.2,20,4.0,10,1,0,68,74,5,87,28,33,1,1,0,151,77,70,52.4,20,4.0,1261,1676,75.2,23944,8804,471,577,81.6,558,673,82.9,178,320,55.6,1,2.0,2.8,-1.0,24,81,26,15,104,20,4.0,63,15.75,42,8,3,2,8,0,4,1.0,1,1,0,0,2,0,20,4.0,52,33,26,22,4,18,58,31.0,40,38,7,31,28,80,90,0,,,
Serie B,Südtirol,22,27.1,38.3,4,44,360,4.0,6,3,9,5,1,1,7,0,5.8,5.0,3.6,8.6,18,127,1.5,0.75,2.25,1.25,2.0,1.44,0.9,2.34,1.24,2.14,22,38.3,4.0,1626,180,495,596,554,112,1625,52,20,38.5,24,46.2,553,2848,1411,18,27,8,61,30,654,122,1,4,4,360,4.0,6,1.5,16,10,68.8,1,2,1,0,0.0,1,1,0,0,0.0,22,27.1,4,360,90,100,4.0,44,80,24,20,22,24,1.25,6,6,0,0.0,5.8,4.9,0.9,0.23,22,4.0,6,52,12,23.1,13.0,3.0,0.1,0.42,16.0,2,1,1,5.8,5.0,0.1,0.2,0.0,22,4.0,7,0,0,73,55,5,92,23,23,1,1,0,131,104,100,51.0,22,4.0,668,1143,58.4,12806,7388,301,408,73.8,237,362,65.5,106,284,37.3,3,3.6,4.0,-0.6,39,78,31,14,127,22,4.0,92,23.0,51,17,6,7,11,0,11,2.75,6,2,0,1,2,0,22,4.0,47,23,21,23,3,21,43,48.8,22,45,14,31,23,70,121,1,,,
Serie B,Venezia,22,25.0,54.8,4,44,360,4.0,5,2,7,3,2,2,6,2,6.5,4.9,3.9,8.8,51,113,1.25,0.5,1.75,0.75,1.25,1.62,0.97,2.59,1.22,2.2,22,54.8,4.0,2341,239,856,1038,464,79,2339,59,25,42.4,27,45.8,1337,6563,3332,51,27,18,78,31,1520,112,1,4,4,360,4.0,5,1.25,17,12,70.6,1,2,1,1,25.0,0,0,0,0,,22,25.0,4,360,90,100,4.0,44,80,22,20,19,26,1.25,5,5,0,0.0,6.5,4.7,1.8,0.44,22,4.0,5,50,15,30.0,12.5,3.75,0.06,0.2,18.4,1,2,2,6.5,4.9,0.1,-1.5,-1.9,22,4.0,6,2,0,62,52,5,51,31,25,2,0,0,147,58,50,53.7,22,4.0,1542,1876,82.2,27065,9717,652,733,88.9,684,756,90.5,145,263,55.1,2,3.9,4.2,-1.9,34,100,26,8,113,22,4.0,92,23.0,68,8,4,8,3,1,9,2.25,6,0,0,1,2,0,22,4.0,58,25,30,22,6,26,44,59.1,18,41,14,27,31,89,104,2,,,
Serie B,Virtus Entella,19,27.8,41.8,4,44,360,4.0,4,4,8,4,0,0,13,1,5.4,5.4,3.4,8.8,39,97,1.0,1.0,2.0,1.0,2.0,1.34,0.86,2.2,1.34,2.2,19,41.8,4.0,1792,208,718,707,394,56,1792,42,18,42.9,21,50.0,870,4892,2206,39,32,3,77,28,1041,95,1,4,4,360,4.0,4,1.0,12,8,83.3,1,2,1,1,25.0,2,2,0,0,0.0,19,27.8,4,360,90,100,4.0,44,81,24,19,18,29,1.25,4,4,0,0.0,5.4,4.2,1.2,0.29,19,4.0,4,45,14,31.1,11.25,3.5,0.09,0.29,16.3,0,0,0,5.4,5.4,0.12,-1.4,-1.4,19,4.0,13,1,1,63,49,5,80,21,32,0,2,0,144,53,39,57.6,19,4.0,1057,1372,77.0,20751,7936,397,450,88.2,491,580,84.7,149,272,54.8,4,3.4,2.5,0.6,32,62,21,7,97,19,4.0,75,18.75,39,18,4,7,5,2,6,1.5,0,2,0,2,2,0,19,4.0,47,32,21,15,11,23,47,48.9,24,34,14,20,21,68,114,0,,,
Liga MX,América,23,27.7,57.8,9,99,810,9.0,17,12,29,15,2,4,20,1,12.9,9.7,8.6,18.3,177,397,1.89,1.33,3.22,1.67,3.0,1.44,0.96,2.4,1.08,2.04,23,57.8,9.0,5445,428,1436,2560,1489,205,5441,132,65,49.2,65,49.2,3548,18789,9087,177,147,40,142,88,3834,392,2,9,9,810,9.0,10,1.11,29,19,65.5,5,3,1,2,22.2,0,0,0,0,,23,27.7,9,810,90,100,9.0,99,81,54,45,19,45,2.0,18,10,8,0.89,12.9,9.1,3.9,0.43,23,9.0,17,118,39,33.1,13.11,4.33,0.13,0.38,18.1,4,2,4,12.9,9.7,0.08,4.1,5.3,23,9.0,20,1,0,106,110,13,170,61,69,4,0,0,325,98,68,59.0,23,9.0,3881,4575,84.8,69035,24425,1688,1825,92.5,1695,1874,90.4,409,686,59.6,12,8.6,10.9,3.4,94,378,93,27,397,23,9.0,224,24.89,181,14,6,9,10,4,32,3.56,25,1,2,1,3,0,23,9.0,113,69,55,42,16,56,101,55.4,45,87,26,61,61,174,152,3,,,
Liga MX,Atlas,25,28.4,38.7,9,99,810,9.0,15,11,26,13,2,2,26,3,10.9,9.3,6.4,15.7,67,187,1.67,1.22,2.89,1.44,2.67,1.21,0.72,1.92,1.03,1.75,25,38.7,9.0,3835,623,1627,1547,699,117,3833,99,41,41.4,54,54.5,1743,8636,3969,67,47,21,124,68,2090,185,3,9,9,810,9.0,22,2.44,51,27,62.7,1,4,4,0,0.0,6,3,2,1,40.0,25,28.4,9,810,90,100,9.0,99,84,64,32,16,58,0.78,15,22,-7,-0.78,10.9,18.9,-8.0,-0.89,25,9.0,15,86,28,32.6,9.56,3.11,0.15,0.46,18.2,11,2,2,10.9,9.3,0.11,4.1,3.7,25,9.0,26,3,2,110,127,12,114,46,72,2,6,0,275,95,99,49.0,25,9.0,2120,2850,74.4,39635,17190,901,1048,86.0,945,1146,82.5,241,529,45.6,11,6.4,4.4,4.6,55,136,41,17,187,25,9.0,144,16.0,83,19,6,11,22,3,24,2.67,15,2,0,4,3,0,25,9.0,119,72,65,40,14,51,117,43.6,66,102,46,56,46,165,276,3,,,
Liga MX,Atlético,24,26.8,47.7,9,99,810,9.0,15,8,23,12,3,3,21,1,11.7,9.5,7.3,16.8,105,287,1.67,0.89,2.56,1.33,2.22,1.3,0.81,2.12,1.05,1.87,24,47.7,9.0,4715,531,1602,2214,943,150,4712,124,54,43.5,67,54.0,2268,12591,5485,105,63,24,144,59,2964,285,1,9,9,810,9.0,15,1.67,46,32,71.7,3,1,5,2,22.2,3,2,1,0,33.3,24,26.8,9,810,90,100,9.0,99,82,59,40,20,50,1.11,15,15,0,0.0,11.7,13.5,-1.8,-0.2,24,9.0,15,91,37,40.7,10.11,4.11,0.13,0.32,16.8,3,3,3,11.7,9.5,0.11,3.3,2.5,24,9.0,21,1,0,129,107,4,158,63,70,3,3,2,316,86,110,43.9,24,9.0,2989,3735,80.0,56130,20767,1177,1317,89.4,1431,1659,86.3,327,620,52.7,8,7.3,6.6,0.7,74,247,52,15,287,24,9.0,173,19.22,115,20,13,12,12,1,29,3.22,19,2,0,4,4,0,24,9.0,129,70,72,45,12,68,123,55.3,55,76,25,51,63,192,223,2,,,
Liga MX,Cruz Azul,21,28.0,58.9,9,99,810,9.0,19,15,34,16,3,3,16,2,14.9,12.6,10.1,22.7,166,361,2.11,1.67,3.78,1.78,3.44,1.66,1.13,2.78,1.4,2.52,21,58.9,9.0,5456,560,1734,2442,1330,210,5453,132,63,47.7,59,44.7,3110,16831,8124,166,129,33,129,66,3584,357,1,9,9,810,9.0,10,1.11,28,19,64.3,7,2,0,3,33.3,0,0,0,0,,21,28.0,9,810,90,100,9.0,99,81,54,43,19,47,2.56,19,10,9,1.0,14.9,9.9,5.0,0.55,21,9.0,19,161,53,32.9,17.89,5.89,0.1,0.3,20.9,4,3,3,14.9,12.6,0.08,4.1,3.4,21,9.0,16,2,1,112,100,25,222,49,103,2,0,1,370,104,82,55.9,21,9.0,3639,4462,81.6,67740,23888,1572,1726,91.1,1542,1767,87.3,452,767,58.9,15,10.1,9.9,4.9,123,331,106,29,361,21,9.0,295,32.78,236,23,7,18,10,1,35,3.89,27,3,0,3,2,0,21,9.0,178,103,75,79,24,95,162,58.6,67,81,16,65,49,227,178,5,,,
