Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,CrdY_per90,CrdR_per90,npxG_per90,xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,Sh_per90,SoT_per90,Cmp_per90,1/3_per90,PPA_per90,CrsPA_per90,Sw_per90,Crs_per90,Tkl_per90,Int_per90,Clr_per90,Blocks_stats_defense_per90,Err_per90,Fld_per90,Touches_per90,Succ_per90,Carries_per90,Mis_per90,Dis_per90,Fls_per90,PKwon_per90,PKcon_per90,Recov_per90,GA_per90,SoTA_per90,Saves_per90,PKm_per90,PKsv_per90,Thr_per90,Stp_per90,Won_per90,#OPA_per90,PSxG_per90,G-xG_per90,team_code,passing__avg_poss,Tkl_per90_Padj,Int_per90_Padj,Clr_per90_Padj,Blocks_stats_defense_per90_Padj,Born_year,Player_clean
1114,Arnaud Kalimuendo,fr FRA,FW,Nott'ham Forest,eng Premier League,23.0,2002.0,9,0,96,1.1,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.5,5,2,14,0.0,0.42,1114,fr FRA,FW,eng Premier League,23-357,2002.0,1.1,0,4,1,25.0,3.75,0.94,0.0,0.0,15.3,0,0,0,0.4,0.4,0.11,-0.4,-0.4,1114,fr FRA,FW,eng Premier League,23-357,2002.0,1.1,24,31,77.4,336,32,0,0.0,0.0,0.0,1,1,1,0,2,1114,fr FRA,FW,eng Premier League,23-357,2002.0,1.1,31,30,1,0,0,0,2,0,0,0,0,0,24,0,0,1114,fr FRA,FW,eng Premier League,23-357,2002.0,1.1,2,1.87,2,0,0,0,0,0,0,0.0,1114,fr FRA,FW,eng Premier League,23-357,2002.0,1.1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0,1114,fr FRA,FW,eng Premier League,23-357,2002.0,1.1,46,1,3,12,31,8,46,1,0,0.0,1,100.0,25,143,90,5,1,3,3,1,33,14,1384,fr FRA,FW,eng Premier League,23-357,2002.0,9,96,11,5.1,1.1,0,,0,9,11.0,9,0.22,0,3,-3,-2.81,-2.31,1.1,2.0,-0.9,-0.85,1114,fr FRA,FW,eng Premier League,23-357,2002.0,1.1,0,0,0,2,0,1,2,0,1,0,0,0,4,4,3,57.1,,,,,,,,,,,,,,,65.16,,,,,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,37.59,,,,6.36,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,4.69,1.88,13.12,3.75,0.94,22.5,0.94,0.94,0.0,0.0,1.88,0.94,0.0,0.94,0.94,0.0,0.0,43.12,0.0,23.44,2.81,0.94,1.88,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,-0.38,Nott'm Forest,,0.0,0.0,0.0,0.0,2002,arnaud kalimuendo
1160,Kialonda,ao ANG,DF,Lecce,it Serie A,28.0,1997.0,18,18,1619,18.0,0,0,0,0,0,0,6,1,0.9,0.9,0.0,0.9,1,35,3,0.0,0.05,1160,ao ANG,DF,it Serie A,28-107,1997.0,18.0,0,9,1,11.1,0.5,0.06,0.0,0.0,8.7,0,0,0,0.9,0.9,0.1,-0.9,-0.9,1160,ao ANG,DF,it Serie A,28-107,1997.0,18.0,593,693,85.6,13016,4149,0,0.0,0.2,0.0,0,33,2,0,35,1160,ao ANG,DF,it Serie A,28-107,1997.0,18.0,693,657,36,28,0,1,1,6,0,0,0,0,593,0,5,1160,ao ANG,DF,it Serie A,28-107,1997.0,18.0,7,0.39,4,0,0,2,1,0,0,0.0,1160,ao ANG,DF,it Serie A,28-107,1997.0,18.0,20,8,18,2,0,17,70.6,5,25,19,6,15,35,125,4,1160,ao ANG,DF,it Serie A,28-107,1997.0,18.0,918,132,454,443,24,16,918,3,1,33.3,2,66.7,409,1441,550,1,1,0,10,1,516,3,1439,ao ANG,DF,it Serie A,28-107,1997.0,18,1619,90,94.7,18.0,18,90.0,17,0,,0,0.94,13,24,-11,-0.61,2.36,14.3,23.8,-9.5,-0.53,1160,ao ANG,DF,it Serie A,28-107,1997.0,18.0,6,1,0,10,16,2,1,15,8,0,0,0,38,44,29,60.3,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.0,0.0,0.0,0.0,0.0,0.33,0.06,0.05,0.0,0.06,1.95,0.17,0.5,0.06,32.96,1.83,0.11,0.0,0.06,0.06,1.11,0.83,6.95,1.39,0.22,0.06,51.03,0.06,22.74,0.56,0.06,0.56,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,-0.05,Lecce,42.2,0.96,0.72,6.01,1.2,1997,kialonda
1209,Goduine Koyalipou,cf CTA,FW,Levante,es La Liga,25.0,2000.0,11,2,247,2.7,1,0,1,1,0,0,1,0,1.0,1.0,0.3,1.2,2,3,13,0.36,0.45,1209,cf CTA,FW,es La Liga,25-331,2000.0,2.7,1,10,4,40.0,3.64,1.46,0.1,0.25,15.7,0,0,0,1.0,1.0,0.1,0.0,0.0,1209,cf CTA,FW,es La Liga,25-331,2000.0,2.7,32,55,58.2,456,174,0,0.3,0.2,-0.3,1,2,1,1,3,1209,cf CTA,FW,es La Liga,25-331,2000.0,2.7,55,53,2,0,1,0,1,0,0,0,0,0,32,0,2,1209,cf CTA,FW,es La Liga,25-331,2000.0,2.7,9,3.28,2,0,4,3,0,0,1,0.36,1209,cf CTA,FW,es La Liga,25-331,2000.0,2.7,4,3,3,0,1,3,66.7,1,1,0,1,1,5,4,0,1209,cf CTA,FW,es La Liga,25-331,2000.0,2.7,93,9,16,30,47,11,93,15,9,60.0,6,40.0,47,239,99,2,4,2,4,11,61,13,1504,cf CTA,FW,es La Liga,25-331,2000.0,11,247,22,15.2,2.7,2,51.0,0,9,16.0,1,0.82,2,5,-3,-1.09,-0.7,4.3,7.8,-3.5,-1.27,1209,cf CTA,FW,es La Liga,25-331,2000.0,2.7,1,0,0,2,1,3,1,1,3,0,0,0,10,7,8,46.7,,,,,,,,,,,,,,,69.16,,,,,24.94,,,,,,,,,,,,,,,,,,,,,,,,,,36.25,,,,5.5,,,,0.36,0.0,0.36,0.36,0.0,0.36,0.0,0.36,0.11,0.73,1.09,4.74,3.64,1.46,11.66,0.73,0.36,0.36,0.0,0.36,1.46,0.36,1.46,0.36,0.0,0.0,33.89,3.28,17.13,1.46,4.01,0.73,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,Levante,42.3,1.27,0.31,1.27,0.31,2000,goduine koyalipou
1237,Mayckel Lahdo,se SWE,"FW,MF",Nantes,fr Ligue 1,23.0,2002.0,8,5,415,4.6,1,1,2,1,0,0,0,0,0.4,0.4,0.5,0.9,8,6,26,0.43,0.19,1237,se SWE,"FW,MF",fr Ligue 1,23-013,2002.0,4.6,1,3,1,33.3,0.65,0.22,0.33,1.0,13.7,0,0,0,0.4,0.4,0.13,0.6,0.6,1237,se SWE,"FW,MF",fr Ligue 1,23-013,2002.0,4.6,87,102,85.3,1344,202,1,0.5,0.1,0.5,5,4,3,0,6,1237,se SWE,"FW,MF",fr Ligue 1,23-013,2002.0,4.6,102,100,2,1,0,1,1,1,0,0,0,0,87,0,6,1237,se SWE,"FW,MF",fr Ligue 1,23-013,2002.0,4.6,9,1.95,9,0,0,0,0,0,1,0.22,1237,se SWE,"FW,MF",fr Ligue 1,23-013,2002.0,4.6,5,2,0,2,3,5,60.0,2,5,0,5,0,5,2,0,1237,se SWE,"FW,MF",fr Ligue 1,23-013,2002.0,4.6,154,2,18,73,67,11,154,12,6,50.0,6,50.0,113,673,282,8,6,3,18,7,121,26,1536,se SWE,"FW,MF",fr Ligue 1,23-013,2002.0,8,415,52,27.1,4.6,5,66.0,0,3,29.0,0,0.5,4,9,-5,-1.08,-0.52,4.0,7.8,-3.8,-0.83,1237,se SWE,"FW,MF",fr Ligue 1,23-013,2002.0,4.6,0,0,0,5,6,1,1,0,2,0,0,0,11,1,6,14.3,,,,,,,,,,,,,,,69.57,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,29.09,,,,6.37,,,,0.22,0.22,0.43,0.22,0.0,0.0,0.0,0.09,0.11,1.73,1.3,5.64,0.65,0.22,18.87,0.87,0.65,0.0,0.22,0.22,1.08,0.0,0.43,1.08,0.0,0.0,33.4,1.3,24.51,3.9,1.52,1.08,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.13,FC Nantes,,0.0,0.0,0.0,0.0,2002,mayckel lahdo
1242,Noa Lang,nl NED,"FW,MF",Napoli,it Serie A,26.0,1999.0,16,6,575,6.4,1,2,3,1,0,0,2,0,0.8,0.8,1.1,1.9,25,32,49,0.47,0.3,1242,nl NED,"FW,MF",it Serie A,26-209,1999.0,6.4,1,8,4,50.0,1.25,0.63,0.13,0.25,19.0,0,0,0,0.8,0.8,0.1,0.2,0.2,1242,nl NED,"FW,MF",it Serie A,26-209,1999.0,6.4,190,266,71.4,3376,972,2,1.1,1.5,0.9,13,7,12,3,32,1242,nl NED,"FW,MF",it Serie A,26-209,1999.0,6.4,266,238,28,8,0,1,35,3,17,12,1,0,190,0,8,1242,nl NED,"FW,MF",it Serie A,26-209,1999.0,6.4,19,2.97,10,6,0,2,1,0,3,0.47,1242,nl NED,"FW,MF",it Serie A,26-209,1999.0,6.4,11,6,1,5,5,4,75.0,1,6,0,6,2,13,1,0,1242,nl NED,"FW,MF",it Serie A,26-209,1999.0,6.4,322,3,32,123,172,18,322,20,6,30.0,11,55.0,207,1386,735,25,15,8,8,6,225,49,1543,nl NED,"FW,MF",it Serie A,26-209,1999.0,16,575,36,33.6,6.4,6,67.0,0,10,17.0,3,1.88,9,4,5,0.78,0.15,9.2,5.1,4.1,0.64,1242,nl NED,"FW,MF",it Serie A,26-209,1999.0,6.4,2,0,0,3,8,2,35,2,6,0,0,0,31,6,7,46.2,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.16,0.31,0.47,0.16,0.0,0.31,0.0,0.13,0.17,3.91,5.01,7.67,1.25,0.63,29.74,1.1,1.88,0.47,0.16,5.48,1.72,0.31,0.16,0.94,0.0,0.16,50.4,0.94,32.4,1.25,0.94,0.47,0.0,0.0,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.03,Napoli,58.9,2.09,0.38,0.19,1.14,1999,noa lang
1271,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,22.0,2003.0,10,7,544,6.0,0,2,2,0,0,0,1,0,0.9,0.9,1.1,2.0,13,24,41,0.33,0.33,1271,fr FRA,"MF,FW",fr Ligue 1,22-158,2003.0,6.0,0,10,2,20.0,1.65,0.33,0.0,0.0,21.5,2,0,0,0.9,0.9,0.09,-0.9,-0.9,1271,fr FRA,"MF,FW",fr Ligue 1,22-158,2003.0,6.0,184,245,75.1,2755,598,2,1.1,0.6,0.9,7,16,1,0,24,1271,fr FRA,"MF,FW",fr Ligue 1,22-158,2003.0,6.0,245,228,17,5,3,0,15,0,6,2,4,0,184,0,9,1271,fr FRA,"MF,FW",fr Ligue 1,22-158,2003.0,6.0,15,2.48,8,4,0,1,1,1,3,0.5,1271,fr FRA,"MF,FW",fr Ligue 1,22-158,2003.0,6.0,17,6,6,6,5,16,43.8,9,13,0,13,3,20,7,1,1271,fr FRA,"MF,FW",fr Ligue 1,22-158,2003.0,6.0,340,9,55,156,136,16,340,23,12,52.2,10,43.5,184,998,443,13,10,1,21,11,224,41,1579,fr FRA,"MF,FW",fr Ligue 1,22-158,2003.0,10,544,54,35.6,6.0,7,68.0,1,3,23.0,1,1.6,10,6,4,0.66,0.57,10.3,6.9,3.4,0.57,1271,fr FRA,"MF,FW",fr Ligue 1,22-158,2003.0,6.0,1,0,0,8,6,0,15,3,6,0,0,0,25,4,2,66.7,,,,,,,,,,,,,,,69.57,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,29.09,,,,6.37,,,,0.0,0.33,0.33,0.0,0.0,0.17,0.0,0.15,0.18,2.15,3.97,6.78,1.65,0.33,30.44,2.65,0.17,0.0,0.0,2.48,2.81,0.5,1.16,2.15,0.17,0.17,56.25,1.99,30.44,3.47,1.82,1.32,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,-0.15,R. Strasbourg,,0.0,0.0,0.0,0.0,2003,felix lemarechal
1309,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,28.0,1997.0,11,9,783,8.7,2,0,2,2,0,0,0,0,2.6,2.6,1.2,3.8,44,22,78,0.23,0.44,1309,ng NGA,"FW,MF",it Serie A,28-084,1997.0,8.7,2,25,7,28.0,2.87,0.8,0.08,0.29,15.7,0,0,0,2.6,2.6,0.11,-0.6,-0.6,1309,ng NGA,"FW,MF",it Serie A,28-084,1997.0,8.7,194,257,75.5,2838,673,0,1.2,1.5,-1.2,17,6,14,4,22,1309,ng NGA,"FW,MF",it Serie A,28-084,1997.0,8.7,257,241,15,1,2,1,19,1,10,4,1,0,194,1,7,1309,ng NGA,"FW,MF",it Serie A,28-084,1997.0,8.7,44,5.06,27,3,6,8,0,0,0,0.0,1309,ng NGA,"FW,MF",it Serie A,28-084,1997.0,8.7,5,3,1,4,0,2,0.0,2,2,0,2,3,8,1,0,1309,ng NGA,"FW,MF",it Serie A,28-084,1997.0,8.7,346,1,20,111,219,59,346,33,16,48.5,14,42.4,240,1562,784,44,14,24,19,11,273,78,1629,ng NGA,"FW,MF",it Serie A,28-084,1997.0,11,783,71,43.5,8.7,9,83.0,4,2,18.0,1,1.18,9,13,-4,-0.46,-1.34,12.7,9.7,2.9,0.34,1309,ng NGA,"FW,MF",it Serie A,28-084,1997.0,8.7,0,0,0,10,8,4,19,3,3,0,0,0,24,2,3,40.0,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.23,0.0,0.23,0.23,0.0,0.0,0.0,0.3,0.14,5.06,2.53,8.97,2.87,0.8,22.3,0.69,1.61,0.46,0.11,2.18,0.57,0.34,0.11,0.23,0.0,0.0,39.77,1.84,27.59,2.18,1.26,1.15,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,-0.07,Atalanta,55.0,0.63,0.38,0.12,0.26,1997,ademola lookman
1314,Fer López,es ESP,"MF,FW",Wolves,eng Premier League,21.0,2004.0,9,2,235,2.6,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.9,8,20,16,0.38,0.35,1314,es ESP,"MF,FW",eng Premier League,21-233,2004.0,2.6,0,5,1,20.0,1.91,0.38,0.0,0.0,20.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,1314,es ESP,"MF,FW",eng Premier League,21-233,2004.0,2.6,77,109,70.6,1333,297,1,0.7,0.6,0.3,3,10,8,0,20,1314,es ESP,"MF,FW",eng Premier League,21-233,2004.0,2.6,109,100,8,1,4,0,4,1,3,1,1,0,77,1,2,1314,es ESP,"MF,FW",eng Premier League,21-233,2004.0,2.6,9,3.45,6,1,0,0,2,0,1,0.38,1314,es ESP,"MF,FW",eng Premier League,21-233,2004.0,2.6,1,1,1,0,0,3,33.3,2,1,0,1,0,1,1,0,1314,es ESP,"MF,FW",eng Premier League,21-233,2004.0,2.6,144,2,13,76,56,7,144,8,3,37.5,4,50.0,89,541,259,8,7,1,12,6,108,16,1635,es ESP,"MF,FW",eng Premier League,21-233,2004.0,9,235,26,12.4,2.6,2,55.0,0,7,18.0,9,0.11,3,9,-6,-2.3,-1.21,2.8,3.8,-1.0,-0.37,1314,es ESP,"MF,FW",eng Premier League,21-233,2004.0,2.6,1,0,0,6,4,0,4,0,1,0,0,0,10,2,4,33.3,,,,,,,,,,,,,,,65.16,,,,,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,37.59,,,,6.36,,,,0.0,0.38,0.38,0.0,0.0,0.38,0.0,0.08,0.27,3.06,7.66,6.13,1.91,0.38,29.49,3.83,3.06,0.0,0.0,1.53,0.38,0.0,0.38,0.38,0.0,0.77,55.15,1.15,34.09,4.6,2.3,2.3,0.0,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,-0.08,Wolves,43.5,0.34,0.0,0.34,0.34,2004,fer lopez
1330,Lorenzo Lucca,it ITA,FW,Napoli,it Serie A,25.0,2000.0,15,4,407,4.5,1,0,1,1,0,0,1,0,1.5,1.5,0.6,2.1,8,4,32,0.22,0.48,1330,it ITA,FW,it Serie A,25-124,2000.0,4.5,1,14,5,35.7,3.1,1.11,0.07,0.2,13.7,0,0,0,1.5,1.5,0.11,-0.5,-0.5,1330,it ITA,FW,it Serie A,25-124,2000.0,4.5,53,67,79.1,723,89,0,0.6,0.6,-0.6,2,3,2,0,4,1330,it ITA,FW,it Serie A,25-124,2000.0,4.5,67,61,5,0,0,0,0,1,0,0,0,0,53,1,1,1330,it ITA,FW,it Serie A,25-124,2000.0,4.5,11,2.44,4,1,2,1,3,0,0,0.0,1330,it ITA,FW,it Serie A,25-124,2000.0,4.5,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,1330,it ITA,FW,it Serie A,25-124,2000.0,4.5,120,3,11,45,64,22,120,9,6,66.7,3,33.3,83,383,161,8,2,5,16,9,100,32,1655,it ITA,FW,it Serie A,25-124,2000.0,15,407,27,23.8,4.5,4,72.0,0,11,11.0,3,1.93,4,3,1,0.22,-0.61,6.1,6.5,-0.4,-0.08,1330,it ITA,FW,it Serie A,25-124,2000.0,4.5,1,0,0,16,13,4,0,0,0,0,0,0,11,9,10,47.4,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.22,0.0,0.22,0.22,0.0,0.22,0.0,0.33,0.13,1.77,0.88,7.08,3.1,1.11,11.72,0.66,0.44,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.66,26.54,1.33,18.35,3.54,1.99,3.54,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,-0.11,Napoli,58.9,0.0,0.0,0.8,0.0,2000,lorenzo lucca
1336,Douglas Luiz,br BRA,MF,Nott'ham Forest,eng Premier League,27.0,1998.0,8,5,315,3.5,0,0,0,0,0,0,2,0,0.1,0.1,0.7,0.8,8,16,8,0.0,0.23,1336,br BRA,MF,eng Premier League,27-248,1998.0,3.5,0,5,1,20.0,1.43,0.29,0.0,0.0,28.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,1336,br BRA,MF,eng Premier League,27-248,1998.0,3.5,208,239,87.0,3502,875,0,0.7,0.7,-0.7,5,12,4,1,16,1336,br BRA,MF,eng Premier League,27-248,1998.0,3.5,239,212,27,15,0,1,15,0,9,6,2,0,208,0,2,1336,br BRA,MF,eng Premier League,27-248,1998.0,3.5,11,3.13,9,1,0,0,0,1,0,0.0,1336,br BRA,MF,eng Premier League,27-248,1998.0,3.5,10,4,4,6,0,6,66.7,2,2,1,1,7,17,2,0,1336,br BRA,MF,eng Premier League,27-248,1998.0,3.5,278,6,56,157,68,6,278,6,1,16.7,5,83.3,170,898,448,8,6,0,7,1,187,8,1665,br BRA,MF,eng Premier League,27-248,1998.0,8,315,39,16.7,3.5,5,51.0,0,3,19.0,5,0.63,1,7,-6,-1.71,-1.31,3.7,4.5,-0.8,-0.23,1336,br BRA,MF,eng Premier League,27-248,1998.0,3.5,2,0,0,4,5,0,15,7,4,0,1,0,20,3,2,60.0,,,,,,,,,,,,,,,65.16,,,,,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,37.59,,,,6.36,,,,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.03,0.2,2.29,4.57,2.29,1.43,0.29,59.43,3.43,1.14,0.29,0.29,4.29,2.86,2.0,0.57,0.57,0.0,0.0,79.43,0.29,48.57,2.0,0.29,1.14,0.0,0.29,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,-0.03,Nott'm Forest,,0.0,0.0,0.0,0.0,1998,douglas luiz
1341,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,29.0,1996.0,15,15,1346,15.0,1,0,1,1,0,0,2,0,0.3,0.3,0.6,0.9,6,22,0,0.07,0.06,1341,it ITA,DF,it Serie A,29-128,1996.0,15.0,1,4,2,50.0,0.27,0.13,0.25,0.5,15.2,0,0,0,0.3,0.3,0.07,0.7,0.7,1341,it ITA,DF,it Serie A,29-128,1996.0,15.0,593,663,89.4,10841,3193,0,0.6,0.3,-0.6,3,13,1,0,22,1341,it ITA,DF,it Serie A,29-128,1996.0,15.0,663,596,67,32,1,0,1,3,0,0,0,0,593,0,1,1341,it ITA,DF,it Serie A,29-128,1996.0,15.0,6,0.4,6,0,0,0,0,0,0,0.0,1341,it ITA,DF,it Serie A,29-128,1996.0,15.0,12,9,9,3,0,13,69.2,4,9,7,2,15,27,66,0,1341,it ITA,DF,it Serie A,29-128,1996.0,15.0,798,127,490,290,20,9,798,1,1,100.0,0,0.0,461,1947,882,6,5,0,7,1,503,0,1673,it ITA,DF,it Serie A,29-128,1996.0,15,1346,90,78.7,15.0,15,90.0,14,0,,4,1.07,15,20,-5,-0.33,-0.09,14.6,20.9,-6.3,-0.42,1341,it ITA,DF,it Serie A,29-128,1996.0,15.0,2,0,0,19,13,0,1,15,9,0,0,0,35,9,17,34.6,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.07,0.0,0.07,0.07,0.0,0.13,0.0,0.02,0.04,0.4,1.47,0.0,0.27,0.13,39.65,0.87,0.07,0.0,0.0,0.07,0.8,1.0,4.41,0.6,0.0,0.0,53.36,0.07,30.82,0.47,0.07,1.27,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.05,Cagliari,45.8,0.74,0.92,4.07,0.55,1996,sebastiano luperto
