id_season,team_id,season_name,country,championship_name,team_code,team_logo,attacking_overall__played,attacking_overall__goals,attacking_overall__xg,attacking_overall__goals_vs_xg,attacking_overall__shots,attacking_overall__sot,attacking_overall__conv_pct,attacking_overall__xg_per_shot,attacking_set_pieces__goals,attacking_set_pieces__shots,attacking_set_pieces__xg,attacking_set_pieces__goal_pct,attacking_set_pieces__shot_pct,attacking_set_pieces__xg_pct,attacking_misc__touches_in_box,attacking_misc__hit_post,attacking_misc__offsides,attacking_misc__penalties__total,attacking_misc__penalties__goals,attacking_misc__free_kicks__total,attacking_misc__free_kicks__goals,attacking_misc__headers__total,attacking_misc__headers__goals,attacking_misc__fast_breaks__total,attacking_misc__fast_breaks__goals,passing__avg_poss,passing__all_passes__pct,passing__final_third_passes__successful,passing__final_third_passes__pct,passing__pass_direction__fwd,passing__pass_direction__bwd,passing__pass_direction__left,passing__pass_direction__right,passing__crosses__total,passing__crosses__successful,passing__crosses__pct,passing__through_balls,pressing__pressed_seqs,pressing__ppda,pressing__start_distance_m,pressing__total,pressing__high_turnovers__shot_ending,pressing__high_turnovers__goal_ending,pressing__high_turnovers__pct_end_in_shot,sequences__ten_plus_passes,sequences__direct_speed,sequences__passes_per_seq,sequences__sequence_time,sequences__build_ups__total,sequences__build_ups__goals,sequences__direct_attacks__total,sequences__direct_attacks__goals,misc.__subs_used,misc.__subs_goals,misc.__errors_lead_to_shot,misc.__errors_lead_to_goal,misc.__fouled,misc.__yellows,misc.__reds,misc.__pens_won,misc.__fouls,misc.__opp_yellows,misc.__opp_reds,misc.__pens_conceded,defending_overall__goals,defending_overall__xg,defending_overall__goals_vs_xg,defending_overall__shots,defending_overall__sot,defending_overall__conv_pct,defending_overall__xg_per_shot,defending_overall__shots_in_box_pct,defending_overall__goals_in_box_pct,defending_set_pieces__goals,defending_set_pieces__shots,defending_set_pieces__xg,defending_set_pieces__goal_pct,defending_set_pieces__shot_pct,defending_set_pieces__xg_pct,defending_defensive_actions__avg_poss,defending_defensive_actions__tackles,defending_defensive_actions__interceptions,defending_defensive_actions__recoveries,defending_defensive_actions__blocks,defending_defensive_actions__clearances,defending_defensive_actions__ground_duels_won,defending_defensive_actions__aerial_duels_won,defending_misc__touches_in_box,defending_misc__hit_post,defending_misc__offsides,defending_misc__penalties__total,defending_misc__penalties__goals,defending_misc__free_kicks__total,defending_misc__free_kicks__goals,defending_misc__headers__total,defending_misc__headers__goals,defending_misc__fast_breaks__total,defending_misc__fast_breaks__goals,attacking_set_pieces__goals_vs_xg,attacking_set_pieces__sot,attacking_set_pieces__conv_pct,attacking_set_pieces__xg_per_shot
3,176,2025/26,Spain,LaLiga,Celta,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=6f27yvbqcngegwsg2ozxxdj4,37,1.41,1.3,0.11,10.0,4.05,14.05,0.13,0.16,2.0,0.17,11.54,20.0,12.85,19.65,0.11,2.05,0.22,0.22,0.16,0.0,1.14,0.05,0.65,0.08,50.3,86.0,98.57,74.9,29.0,14.8,28.3,28.0,7.84,1.59,20.3,3.24,9.22,14.0,39.4,5.57,0.84,0.14,15.05,13.86,1.59,4.37,11.61,2.89,0.16,1.41,0.11,5.0,0.46,0.92,0.22,11.57,1.89,0.03,0.22,11.19,2.16,0.22,0.3,1.3,1.32,-0.02,12.68,4.27,10.23,0.1,64.82,83.33,0.32,3.35,0.26,25.0,26.44,19.76,50.3,14,7,45,3,24,49.8,44.9,23.81,0.27,1.97,0.3,0.16,0.35,0.0,2.49,0.16,0.49,0.05,,,,
3,191,2025/26,Spain,LaLiga,Valencia,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=ba5e91hjacvma2sjvixn00pjo,37,1.16,1.29,-0.13,11.62,3.16,10.0,0.11,0.27,3.27,0.25,23.26,28.14,19.43,21.24,0.38,1.73,0.24,0.14,0.41,0.0,1.95,0.27,0.81,0.16,48.3,81.8,74.81,68.7,32.9,14.9,26.4,25.8,13.14,2.86,21.8,1.24,10.43,13.3,41.4,6.51,1.03,0.08,15.77,8.0,1.81,3.32,9.25,1.65,0.08,1.27,0.16,4.95,0.22,0.62,0.19,11.43,1.86,0.08,0.24,11.59,2.16,0.19,0.22,1.46,1.25,0.21,11.76,4.16,12.41,0.11,65.52,83.33,0.32,3.43,0.27,22.22,29.2,21.83,48.3,16,8,47,3,27,49.8,46.1,23.49,0.11,2.68,0.22,0.16,0.38,0.0,1.73,0.19,0.81,0.05,,,,
3,2893,2025/26,Spain,LaLiga,Girona,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=7h7eg7q7dbwvzww78h9d5eh0h,37,1.03,1.29,-0.26,11.22,4.05,9.16,0.12,0.14,2.54,0.23,13.16,22.65,18.17,21.59,0.24,1.95,0.22,0.19,0.32,0.0,1.49,0.08,0.84,0.08,50.5,85.8,101.95,76.9,31.0,16.5,26.1,26.4,11.16,1.92,17.2,1.32,9.41,14.6,40.1,6.19,0.81,0.03,13.1,11.86,1.63,3.89,11.41,2.3,0.11,1.54,0.08,4.51,0.27,0.84,0.22,13.57,1.95,0.19,0.22,9.95,2.05,0.05,0.16,1.46,1.52,-0.06,14.84,4.84,9.84,0.1,67.58,85.19,0.24,3.78,0.26,16.67,25.5,17.35,50.5,15,8,47,4,25,52.1,47.5,27.32,0.3,1.54,0.16,0.14,0.38,0.03,2.78,0.32,1.3,0.08,,,,
3,177,2025/26,Spain,LaLiga,Espanyol,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=c8llrezkm3b3op4afrou6b487,37,1.14,1.26,-0.12,12.51,4.05,9.07,0.1,0.38,4.49,0.38,33.33,35.85,30.53,19.11,0.16,1.86,0.14,0.08,0.38,0.0,3.11,0.3,0.81,0.14,42.1,78.4,59.03,60.2,38.0,14.6,23.1,24.3,15.43,3.16,20.5,1.3,11.46,12.9,41.3,6.27,1.11,0.05,17.67,5.78,2.12,2.9,7.66,0.97,0.05,1.05,0.05,4.84,0.32,0.49,0.14,11.89,2.27,0.14,0.14,12.62,2.41,0.05,0.14,1.46,1.46,0.0,13.84,5.16,10.55,0.1,68.36,79.63,0.24,3.97,0.3,16.67,28.71,20.75,42.1,16,8,45,4,25,48.7,46.5,24.73,0.3,1.51,0.14,0.14,0.41,0.03,2.54,0.22,1.14,0.16,,,,
3,450,2025/26,Spain,LaLiga,Osasuna,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=2l0ldgiwsgb8d6y3z0sfgjzyj,37,1.19,1.23,-0.04,11.86,3.95,10.02,0.1,0.41,3.73,0.32,34.09,31.44,25.98,23.35,0.3,1.35,0.22,0.16,0.35,0.05,2.68,0.3,0.84,0.05,46.8,80.6,72.54,68.4,36.3,14.9,25.2,23.6,16.11,3.81,23.7,0.57,11.08,13.4,41.7,6.73,0.89,0.03,13.25,7.19,1.97,3.19,8.75,1.43,0.05,1.57,0.08,4.59,0.27,0.43,0.19,10.81,2.41,0.19,0.22,12.59,2.32,0.14,0.24,1.32,1.33,-0.0,12.62,4.57,10.49,0.1,58.67,79.59,0.22,3.32,0.24,16.33,26.34,18.31,46.8,15,8,47,3,26,48.3,53.6,22.76,0.08,1.86,0.24,0.24,0.27,0.0,1.81,0.22,0.65,0.14,,,,
3,173,2025/26,Spain,LaLiga,Alavés,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=4dtdjgnpdq9uw4sdutti0vaar,37,1.16,1.23,-0.07,12.0,3.84,9.68,0.1,0.3,3.43,0.28,25.58,28.6,22.87,20.3,0.3,1.92,0.19,0.19,0.22,0.03,2.19,0.16,0.73,0.03,48.0,80.4,76.41,67.5,34.6,15.8,24.7,24.9,14.3,3.14,21.9,0.86,10.78,11.5,41.4,6.05,1.11,0.11,18.3,8.0,1.8,3.15,8.01,1.51,0.05,1.22,0.03,4.54,0.16,0.51,0.11,12.84,2.24,0.14,0.19,14.22,1.95,0.16,0.14,1.46,1.25,0.21,12.38,3.97,11.79,0.1,65.07,87.04,0.16,4.11,0.34,11.11,33.19,26.85,48.0,18,8,49,4,24,47.6,49.5,22.73,0.27,1.41,0.14,0.14,0.32,0.0,2.49,0.19,0.76,0.22,,,,
3,954,2025/26,Spain,LaLiga,Elche,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=4yg9ttzw0m51048doksv8uq5r,37,1.3,1.15,0.15,11.0,3.89,11.79,0.1,0.16,2.49,0.16,12.5,22.6,13.62,20.38,0.19,1.59,0.14,0.11,0.24,0.03,2.3,0.08,0.59,0.14,58.0,85.8,105.51,76.3,31.6,18.2,25.2,25.0,12.89,3.0,23.3,1.14,10.22,9.8,39.8,5.92,1.19,0.08,20.09,13.11,1.69,3.86,10.69,2.54,0.05,1.19,0.16,5.0,0.22,0.78,0.16,14.03,1.97,0.19,0.14,12.51,2.19,0.08,0.19,1.51,1.68,-0.16,13.95,4.76,10.85,0.12,65.89,78.57,0.22,3.22,0.24,14.29,23.06,14.34,58.0,18,8,47,4,22,52.0,49.7,23.73,0.24,1.84,0.19,0.16,0.3,0.0,2.24,0.16,1.32,0.27,,,,
3,181,2025/26,Spain,LaLiga,Mallorca,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=50x1m4u58lffhq6v6ga1hbxmy,37,1.19,1.11,0.08,10.54,4.08,11.28,0.1,0.19,2.95,0.2,15.91,27.95,18.4,18.03,0.11,1.35,0.19,0.14,0.41,0.0,2.62,0.24,0.54,0.08,46.6,81.0,66.08,65.9,35.9,15.8,24.6,23.7,13.95,3.43,24.6,0.65,8.86,13.5,40.5,5.76,0.62,0.08,10.8,7.95,1.87,3.34,9.32,1.38,0.08,1.08,0.08,4.59,0.11,0.54,0.19,11.76,2.08,0.14,0.19,11.73,1.97,0.27,0.22,1.54,1.68,-0.14,14.43,4.59,10.67,0.12,62.92,84.21,0.3,3.95,0.35,19.3,27.34,20.68,46.6,15,7,44,4,29,49.3,51.9,26.14,0.24,1.68,0.22,0.16,0.32,0.03,2.24,0.24,1.0,0.05,,,,
3,179,2025/26,Spain,LaLiga,Sevilla,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=10eyb18v5puw4ez03ocaug09m,37,1.24,1.04,0.2,11.57,3.65,10.75,0.09,0.14,3.22,0.18,10.87,27.8,16.94,21.46,0.24,2.7,0.16,0.14,0.22,0.0,1.95,0.14,0.97,0.16,51.1,81.2,75.49,68.1,34.3,15.4,25.3,24.9,10.7,2.57,24.0,1.08,10.22,10.6,41.8,6.51,1.05,0.11,16.18,8.35,1.89,3.27,8.79,1.27,0.08,1.41,0.08,4.68,0.27,0.86,0.16,12.08,2.81,0.14,0.16,13.84,2.14,0.08,0.3,1.59,1.5,0.09,10.54,4.22,15.13,0.14,70.26,89.83,0.24,2.84,0.23,15.25,26.92,15.29,51.1,18,9,47,3,25,50.7,52.9,20.68,0.08,0.81,0.3,0.24,0.19,0.03,1.76,0.19,0.86,0.16,,,,
3,187,2025/26,Spain,LaLiga,Oviedo,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=clo928vcczjp0mczavs5o7p5k,37,0.7,0.96,-0.26,9.97,3.22,7.05,0.1,0.27,2.89,0.25,38.46,29.0,26.5,16.97,0.27,2.05,0.08,0.05,0.11,0.0,2.0,0.19,0.59,0.08,46.2,82.0,60.68,67.6,33.9,16.0,24.8,25.3,13.27,2.92,22.0,0.95,7.78,12.7,40.2,5.62,0.92,0.05,16.35,7.35,1.72,3.26,9.26,1.14,0.03,0.97,0.05,4.89,0.05,1.03,0.32,11.11,1.95,0.27,0.08,11.92,1.38,0.14,0.19,1.54,1.55,-0.01,14.7,5.51,10.48,0.11,61.95,85.96,0.38,4.03,0.33,24.56,27.39,21.26,46.2,18,8,45,4,27,51.1,51.9,26.16,0.27,1.24,0.19,0.14,0.3,0.03,2.49,0.24,0.95,0.14,,,,
3,1450,2025/26,Spain,LaLiga,Getafe,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=1n1j0wsl763lq7ee1k0c11c02,37,0.84,0.82,0.02,9.32,2.76,8.99,0.09,0.32,3.97,0.24,38.71,42.61,28.69,15.38,0.11,2.43,0.11,0.05,0.14,0.0,2.3,0.22,0.35,0.03,39.8,69.1,55.11,55.3,44.5,14.3,20.2,21.1,13.54,2.54,18.8,0.68,13.22,11.8,42.9,6.65,0.76,0.03,11.38,1.7,1.94,2.19,5.61,0.24,0.0,0.46,0.03,3.86,0.05,0.62,0.22,13.84,2.76,0.22,0.11,14.24,2.35,0.16,0.11,1.03,1.14,-0.11,11.05,4.03,9.29,0.1,64.06,73.68,0.27,3.95,0.29,26.32,35.7,25.38,39.8,18,9,45,2,27,50.0,45.1,18.92,0.3,2.78,0.11,0.03,0.38,0.0,2.68,0.24,1.0,0.24,,,,
4,43,2025/26,England,Premier League,Man City,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=a3nyxabgsqlnqfkeg41m6tnpp,37,2.05,1.88,0.17,15.62,5.46,13.15,0.12,0.27,3.78,0.36,13.16,24.22,18.99,36.84,0.49,1.16,0.11,0.08,0.32,0.0,2.46,0.24,0.89,0.24,60.8,88.5,147.11,81.3,26.2,16.7,28.5,28.6,10.46,2.46,23.5,3.32,12.19,11.6,44.4,8.7,1.73,0.19,19.88,18.27,1.6,4.71,13.46,5.46,0.3,1.3,0.05,3.84,0.05,0.81,0.14,11.05,1.78,0.0,0.11,9.46,2.11,0.05,0.05,0.89,1.15,-0.26,9.65,3.3,9.24,0.12,71.43,78.79,0.3,2.65,0.26,33.33,27.45,22.76,60.8,15,8,46,3,22,51.0,57.4,18.73,0.3,2.97,0.05,0.03,0.24,0.03,1.54,0.08,1.22,0.05,,,,
4,8,2025/26,England,Premier League,Chelsea,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=9q0arba2kbnywth8bkxlhgmdr,37,1.54,1.77,-0.23,13.54,4.41,11.38,0.13,0.35,3.46,0.37,22.81,25.55,21.12,26.76,0.49,1.54,0.22,0.19,0.59,0.08,2.05,0.27,1.05,0.14,57.7,87.3,106.95,76.9,27.2,15.8,28.4,28.5,12.73,2.59,20.4,2.62,10.49,10.9,42.3,6.7,1.57,0.16,23.39,16.3,1.57,4.52,12.08,3.3,0.16,1.86,0.16,4.16,0.14,0.84,0.22,11.7,2.35,0.19,0.22,10.73,2.05,0.08,0.05,1.35,1.36,-0.01,10.65,4.16,12.69,0.13,70.81,92.0,0.46,3.49,0.44,34.0,32.74,31.99,57.7,16,10,46,3,22,50.8,51.2,22.16,0.27,1.41,0.05,0.05,0.41,0.0,2.22,0.35,0.73,0.11,,,,
4,1,2025/26,England,Premier League,Man Utd,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=6eqit8ye8aomdsrrq0hk3v7gh,37,1.78,1.73,0.06,15.81,5.65,11.28,0.11,0.49,4.03,0.4,27.27,25.47,22.92,27.43,0.57,1.41,0.16,0.11,0.16,0.03,2.89,0.35,1.08,0.11,51.9,82.9,99.05,73.8,33.0,16.4,24.8,25.8,11.78,3.16,26.8,3.0,10.76,11.9,42.1,6.81,1.19,0.16,17.46,10.73,1.86,3.63,9.59,2.38,0.08,1.81,0.05,3.86,0.14,0.76,0.14,10.35,1.65,0.08,0.16,10.0,2.03,0.14,0.11,1.35,1.29,0.06,11.57,3.76,11.68,0.11,67.52,84.0,0.38,3.84,0.42,28.0,33.18,32.16,51.9,18,9,48,4,25,51.7,51.0,24.46,0.3,1.68,0.11,0.11,0.38,0.05,2.11,0.24,0.89,0.19,,,,
4,3,2025/26,England,Premier League,Arsenal,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=4dsgumo7d4zupm2ugsvm4zm4d,37,1.86,1.7,0.16,14.49,4.86,12.87,0.12,0.59,4.7,0.55,31.88,32.46,32.48,32.81,0.41,1.65,0.11,0.11,0.22,0.0,2.78,0.43,0.84,0.11,56.1,84.1,112.73,74.1,31.4,14.3,27.5,26.8,11.57,2.49,21.5,3.27,11.59,10.8,44.3,7.59,1.11,0.16,14.59,12.46,1.81,3.79,10.99,2.89,0.08,1.92,0.16,4.38,0.3,0.73,0.14,10.81,1.35,0.0,0.11,9.95,1.89,0.05,0.0,0.7,0.74,-0.04,8.16,2.35,8.61,0.09,62.58,73.08,0.19,2.19,0.17,26.92,26.82,23.39,56.1,16,7,45,3,24,51.9,51.1,16.14,0.22,0.65,0.0,0.0,0.19,0.03,1.35,0.11,0.76,0.03,,,,
4,91,2025/26,England,Premier League,Bournemouth,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=1pse9ta7a45pi2w2grjim70ge,37,1.54,1.65,-0.11,13.7,4.68,11.24,0.12,0.38,3.76,0.42,24.56,27.42,25.64,24.84,0.49,1.95,0.16,0.14,0.51,0.05,1.84,0.14,1.11,0.24,50.0,80.0,85.43,67.3,35.7,16.6,23.8,23.9,13.78,2.68,19.4,1.97,11.43,11.2,42.3,7.59,1.43,0.16,18.86,8.27,1.89,3.17,8.34,1.57,0.11,2.14,0.14,4.54,0.24,0.54,0.08,10.08,2.35,0.05,0.16,11.81,1.84,0.11,0.16,1.43,1.49,-0.06,12.57,4.24,11.4,0.12,70.54,81.13,0.46,4.49,0.47,32.08,35.7,31.29,50.0,17,9,52,4,31,48.6,46.7,28.62,0.3,1.14,0.16,0.16,0.24,0.08,2.19,0.22,0.92,0.11,,,,
4,94,2025/26,England,Premier League,Brentford,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=7yx5dqhhphyvfisohikodajhv,37,1.46,1.59,-0.13,10.65,3.92,13.71,0.15,0.27,4.43,0.49,18.52,41.62,31.11,24.86,0.43,1.57,0.27,0.22,0.24,0.0,3.22,0.3,1.32,0.24,47.8,79.2,65.41,61.9,35.9,15.9,24.4,23.8,12.22,2.89,23.7,1.49,10.78,12.3,41.2,6.27,0.73,0.11,11.64,7.59,1.93,3.11,8.29,1.05,0.08,1.51,0.14,3.59,0.08,0.76,0.27,8.92,1.78,0.03,0.27,9.97,1.89,0.03,0.22,1.38,1.38,-0.0,13.0,4.19,10.6,0.11,63.2,86.27,0.22,3.78,0.26,15.69,29.11,18.5,47.8,14,9,51,5,29,46.6,50.8,26.92,0.35,0.97,0.22,0.14,0.19,0.0,2.03,0.35,0.65,0.14,,,,
4,14,2025/26,England,Premier League,Liverpool,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=c8h9bw1l82s06h77xxrelzhur,37,1.68,1.58,0.1,15.27,4.51,10.97,0.1,0.49,3.46,0.31,29.03,22.65,19.82,33.35,0.46,2.03,0.05,0.03,0.46,0.11,2.16,0.19,1.27,0.16,59.2,85.7,135.49,77.9,31.2,15.1,27.2,26.5,13.43,2.38,17.7,2.22,11.86,11.5,42.5,7.46,1.35,0.27,18.12,14.86,1.84,4.16,11.47,3.78,0.11,2.03,0.05,3.95,0.11,0.86,0.16,10.24,1.49,0.03,0.05,9.81,1.95,0.14,0.11,1.41,1.24,0.17,11.46,4.08,12.26,0.11,65.33,78.85,0.54,3.97,0.36,38.46,34.67,29.2,59.2,13,7,45,3,25,49.1,54.4,22.41,0.32,1.59,0.11,0.08,0.43,0.03,1.97,0.14,0.89,0.14,,,,
4,31,2025/26,England,Premier League,Crystal Palace,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=1c8m2ko0wxq1asfkuykurdr0y,37,1.08,1.55,-0.46,11.73,3.76,9.22,0.13,0.27,4.05,0.46,25.0,34.56,29.77,23.89,0.49,1.89,0.22,0.22,0.16,0.0,2.46,0.27,1.0,0.0,46.1,78.1,66.92,61.5,35.3,13.9,25.4,25.4,10.97,2.3,20.9,2.03,10.22,13.5,41.3,5.59,0.81,0.11,14.49,7.59,2.01,3.15,8.12,1.32,0.08,1.22,0.0,3.54,0.16,0.81,0.19,9.3,2.0,0.05,0.22,9.84,1.73,0.11,0.19,1.32,1.33,-0.01,11.57,4.19,11.45,0.12,69.63,87.76,0.46,4.54,0.48,34.69,39.25,36.23,46.1,19,8,47,3,34,49.9,48.4,24.81,0.14,1.49,0.19,0.14,0.41,0.03,2.54,0.24,0.7,0.14,,,,
4,36,2025/26,England,Premier League,Brighton,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=e5p0ehyguld7egzhiedpdnc3w,37,1.41,1.54,-0.14,13.03,4.7,10.79,0.12,0.3,3.57,0.33,21.15,27.39,21.16,28.16,0.35,1.7,0.14,0.08,0.38,0.03,2.32,0.22,0.59,0.03,54.1,83.9,87.35,69.9,31.2,16.1,26.0,26.7,13.7,3.43,25.1,1.05,12.97,10.0,44.0,8.62,1.24,0.19,14.42,11.24,1.83,3.64,9.95,2.59,0.0,1.0,0.03,4.68,0.32,0.97,0.32,9.81,2.32,0.0,0.14,11.49,2.05,0.03,0.16,1.16,1.28,-0.12,11.65,3.81,9.98,0.11,70.3,72.09,0.16,3.41,0.31,13.95,29.23,23.98,54.1,18,8,49,3,24,48.3,50.4,24.89,0.11,1.51,0.16,0.14,0.3,0.03,2.22,0.16,1.0,0.03,,,,
4,4,2025/26,England,Premier League,Newcastle,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=7vn2i2kd35zuetw6b38gw9jsz,37,1.43,1.54,-0.1,13.11,4.7,10.93,0.12,0.41,4.81,0.51,28.3,36.7,33.35,26.24,0.51,1.3,0.16,0.16,0.35,0.0,2.35,0.27,1.0,0.08,52.5,83.1,99.43,72.4,34.0,14.8,25.7,25.6,16.89,3.41,20.2,1.62,11.54,11.3,41.9,6.68,0.81,0.14,12.15,10.03,1.87,3.63,9.62,2.62,0.11,1.95,0.03,4.46,0.19,0.92,0.19,11.54,1.65,0.08,0.16,9.65,2.41,0.05,0.14,1.43,1.34,0.09,12.14,4.38,11.8,0.11,66.82,81.13,0.41,3.0,0.28,28.3,24.72,20.8,52.5,14,7,49,4,27,49.3,54.0,25.3,0.3,1.16,0.14,0.14,0.3,0.03,1.89,0.3,1.35,0.14,,,,
4,2,2025/26,England,Premier League,Leeds,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=48gk2hpqtsl6p9sx9kjhaydq4,37,1.32,1.42,-0.1,12.57,4.0,10.54,0.11,0.43,4.95,0.43,32.65,39.35,30.54,23.57,0.35,1.59,0.22,0.16,0.24,0.08,2.86,0.16,0.81,0.08,45.5,79.3,62.92,62.5,35.4,16.0,24.6,24.1,12.19,2.7,22.2,0.7,11.95,13.2,42.9,7.38,1.38,0.16,18.68,8.54,1.88,3.09,8.07,1.3,0.05,1.11,0.03,4.3,0.16,0.43,0.08,10.95,1.59,0.03,0.22,9.95,1.81,0.03,0.16,1.43,1.43,-0.0,12.46,4.16,11.5,0.12,67.9,86.79,0.41,4.54,0.44,28.3,36.44,30.5,45.5,17,9,45,4,31,50.2,47.3,24.43,0.27,2.19,0.16,0.16,0.38,0.05,2.51,0.22,0.57,0.05,,,,
4,54,2025/26,England,Premier League,Fulham,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=hzqh7z0mdl3v7gwete66syxp,37,1.22,1.26,-0.04,12.51,3.62,9.72,0.1,0.24,3.51,0.32,20.0,28.08,25.27,24.81,0.24,1.73,0.14,0.14,0.32,0.03,2.11,0.19,0.62,0.05,51.9,83.9,86.0,72.4,31.0,16.1,26.4,26.5,13.38,3.19,23.8,1.27,9.03,13.7,40.5,4.68,0.81,0.03,17.34,11.7,1.75,3.95,10.5,2.46,0.05,0.95,0.05,4.73,0.24,0.84,0.22,9.62,1.97,0.03,0.14,10.41,1.65,0.11,0.11,1.38,1.43,-0.05,11.92,3.97,11.56,0.12,69.39,82.35,0.24,3.68,0.42,17.65,30.84,29.35,51.9,17,8,45,4,27,51.8,50.4,25.32,0.32,2.65,0.11,0.08,0.27,0.0,2.03,0.16,0.92,0.14,,,,
4,7,2025/26,England,Premier League,Aston Villa,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=b496gs285it6bheuikox6z9mj,37,1.46,1.25,0.2,12.73,4.46,11.46,0.1,0.46,4.05,0.38,31.48,31.85,30.17,25.97,0.38,1.11,0.0,0.0,0.38,0.05,1.84,0.22,0.84,0.08,53.7,85.2,94.14,74.5,31.3,15.5,25.9,27.2,11.46,2.11,18.4,1.78,10.14,12.1,40.2,5.86,1.03,0.14,17.51,9.73,1.71,3.56,10.1,1.95,0.03,1.46,0.08,4.59,0.3,1.08,0.38,12.57,1.57,0.03,0.0,9.97,2.41,0.05,0.05,1.3,1.42,-0.12,12.81,4.43,10.13,0.11,66.03,85.42,0.38,3.92,0.38,29.17,30.59,26.91,53.7,15,6,44,4,21,49.0,50.3,24.05,0.14,2.95,0.05,0.03,0.22,0.03,2.41,0.19,0.84,0.05,,,,
4,11,2025/26,England,Premier League,Everton,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=ehd2iemqmschhj2ec0vayztzz,37,1.27,1.25,0.02,11.14,3.81,11.41,0.11,0.35,4.14,0.41,27.66,37.14,32.39,23.7,0.43,1.41,0.05,0.05,0.3,0.0,2.24,0.22,0.81,0.14,43.5,79.6,84.32,68.3,35.5,16.2,25.5,22.8,12.19,2.62,21.5,1.51,12.22,13.7,42.6,7.59,1.0,0.11,13.17,7.16,1.79,3.08,8.4,1.41,0.08,1.19,0.14,3.32,0.14,0.92,0.24,10.59,1.89,0.11,0.05,10.16,1.57,0.0,0.11,1.32,1.5,-0.17,13.84,4.22,9.57,0.11,66.6,89.8,0.27,4.14,0.4,20.41,29.88,26.97,43.5,18,8,47,5,30,50.9,54.7,26.84,0.3,1.11,0.11,0.08,0.3,0.0,2.46,0.3,0.73,0.16,,,,
